entities	language	tweet_id	text	cagri	kaan	label	cagri_labels	kaan_labels	emre	oguzhan	emre_labels	oguzhan_labels
0:7%OSIG|29:36%OSIG|60:67%OSIG|76:83%OSIG|84:90%OTAR|93:100%OSIG|119:152%OSIG	1	1277968680895123457	Fucking laptop's screen just fucking turned into black I am fucking playing fucking league's fucking tft. I AM MAD!!!! I AM FUCKING BACK TO FUCKING GOLD!!!	1.0	1.0	1.0	76:83%OSIG|84:90%OTAR|119:152%OSIG	0:7%OSIG|29:36%OSIG|60:67%OSIG|76:83%OSIG|93:100%OSIG|124:131%OSIG	-1	-1		
	1	1277224981043261443	Terrible. Again. I hate football.	0.0	0.0	0.0			-1	-1		
	0	1338325870738550786	"Şu ifade özgürlüğü kılıfına sığınıp hakaret edenler varya,
Şu kadın hakları deyip kadınlara tecavüz eden varya,
Şu çocuk istismari deyip çocukları dağa kaçıranlar var ya.
Ellerine fırsat geçsin
Sen o zaman gör onların barbarlıklarini. Ne demokrasi nede hukuk
#Haysiyetsizler"	0.0	0.0	0.0			-1	-1		
	0	1330852340132421632	"Bugün çok acaip haberler okudum,
Adam imam nikahlı karısının kapısına bomba düzeneği kurmuş 😳
Başka bir adam başka bir hanımı 1570 farklı numaradan taciz etmiş. 😳"	0.0	0.0	0.0			-1	-1		
0:15%OTAR|28:36%OSIG	0	1266683688248643584	"Amerikan polisi eli cebinde şerefsiz
#GeorgeFloydMurder 
#Floyd 
#racism https://t.co/HSnilZS3aS"	1.0	1.0	1.0	0:15%OTAR|28:36%OSIG	0:15%OTAR|28:36%OSIG	-1	-1		
	0	1372843438631223297	"Bebek katili terörist elebaşı zihniyetinin kadına verdiği değer. Uyanın pembe PKK/pyd/hdpyi feminist bir hareket zanneden pembe gtlü pelinsular.
@HDPkadin 
https://t.co/NGAs1o37zE"	1.0	2.0	-2.0	92:100%OTAR|122:143%OSIG	0:29%HSIG|86:89%HTAR|122:143%HSIG	1.0	1.0	type:textContent|109$121$1$highlight-offensivesignal$|122$138$2$highlight-offensivesignal$|187$201$3$highlight-offensivetarget$|231$241$4$highlight-offensivesignal$|242$252$5$highlight-offensivetarget$|255$263$6$highlight-offensivetarget$	type:textContent|109$121$1$highlight-offensivesignal$|122$130$2$highlight-offensivesignal$|187$199$3$highlight-offensivetarget$|231$241$4$highlight-offensivesignal$|254$263$5$highlight-offensivetarget$
0:31%HSIG|40:69%HSIG|70:85%HTAR|119:130%OTAR|155:169%OSIG	1	1377353936185683968	"DEATH PENALTY FOR ROBERT FOWLER !!

Yes I support a death penalty for Khanice Jackson murderer.The question will these politicians with their fake outrage get some balls and  support the death penalty for Robert  Fowler ? They fear our international partners like the USA,UK&amp;Can. https://t.co/oCsjHhqRen"	2.0	2.0	2.0	40:69%HSIG|70:85%HTAR|119:130%OTAR|155:169%OSIG	0:31%HSIG	-1	-1		
177:180%OTAR|199:257%OSIG	0	1377333789496467457	"Ak Partiyle başta TRT olmak üzere TV dizileri MİLLİLEŞTİ🇹🇷
#KurulusOsman #BirZamanlarKıbrıs #MasumlarApartmanı #payitahtAbdülhamid 
#teskilat ve #GönülDağı hepsi müthiş 
Eğer CHP iktidarda olsaydı
Sex and The Taciz ,Dallas, Haşhaşiler,Makaryos ,Mason Aşkı vb saçma diziler oynardı https://t.co/29sLXSy3Li"	1.0	1.0	1.0	177:180%OTAR|199:257%OSIG	177:180%OTAR|199:257%OSIG	-1	-1		
	1	1277374310798094338	"This story is lighting up my own personal Operation Righteous Fury. He tried to reward the guy who put bounties on the heads of American military by advocating his return to the G7.  WTF, GOP?!?

https://t.co/bz2ivF5rCT"	0.0	0.0	0.0			-1	-1		
150:166%HSIG	0	1233854700300140544	2020. Acı üstüne acı.Elazığ,Malatya ve Van depremi.En son #idlipsehitleri 33 şehit.Ya Rabbi ülkemizi her türlü kaza ve beladan koru.Kem gözle bakanın gözlerini çıkart!#ŞehitlerTepesiBoşDeğil #OEğretmenlerMehmetciğinYanında #Trump ta #Putin de #Esed de zalimdir. #CoronaVirusDE https://t.co/cSZPN3y0zR	2.0	2.0	2.0	150:166%HSIG	150:166%HSIG	-1	-1		
	0	1233833447807909888	"YE-MEZ-LER
Mülteciler için kapıları açtık demek bir ters kolpadır!"	0.0	1.0	-2.0		57:65%OSIG	0.0	0.0		
0:15%OTAR|74:83%OSIG|94:98%OSIG|148:172%OSIG	1	1277213770247536641	"The left winger has yards of space to attack and fucking passes it back. 

Fuck off with this shit football. If you are not brave enough to attack, fuck off out of the club."	1.0	1.0	1.0	0:15%OTAR|74:83%OSIG|148:172%OSIG	74:83%OSIG|94:98%OSIG|148:156%OSIG	-1	-1		
12:16%OTAR|17:22%OSIG	1	1277698575913439232	"When ever a MAGA idiot says NYT or WaPo Fake news!!! Many other outlets,  INCLUDING FOX NEWS. Have picked this story up. That means the sourcing has checked out. the @GOP is literally slitting it’s throat at the alter of Trump and MAGA.

https://t.co/GnmLVjV7A0"	1.0	1.0	1.0	12:16%OTAR|17:22%OSIG	12:16%OTAR|17:22%OSIG	-1	-1		
	1	1344057443970674690	Totally cruel on Wolves who were just about the better side on the night. I give up on football sometimes.	0.0	0.0	0.0			-1	-1		
40:47%HTAR|47:169%HSIG	1	1344609470266150912	"May God bless all the real Muslims 
But Muslims like this should be hanged upside down and destroyed 
After then you set them ablaze and throw there ashes into the river.. https://t.co/yR1tBuqegh"	2.0	2.0	2.0	40:47%HTAR|58:100%HSIG|117:169%HSIG	40:169%HSIG	-1	-1		
13:20%OSIG|21:57%OTAR|179:194%OSIG	1	1277240662094540802	"Why do these dumbass Japanese and foreigner guys in Japan think that hitting a random girl up while commuting on a train is EVER a good idea?
You’re not smooth, dude.
You’re just a fucking creep."	1.0	1.0	1.0	13:20%OSIG|21:57%OTAR|179:194%OSIG	13:20%OSIG|21:57%OTAR|181:194%OSIG	-1	-1		
0:4%OSIG|5:34%OTAR	1	1278036722605936640	fuck Ozersk in Chelyabinsk, Russia	1.0	1.0	1.0	0:4%OSIG|5:11%OTAR	0:4%OSIG|5:34%OTAR	-1	-1		
	1	1278043340878032897	"Last week it was: “All lives matter!”

This week it’s: “...all these fucking P*kis...”, “...some ni**er...”, “...fucking foreigners!” and so on.  

Make your mind up!"	0.0	0.0	0.0			-1	-1		
14:32%OSIG|38:70%OTAR	1	1278021260459597826	"We have heard many stupid thinks from this president and his followers this comment has to be the worst: ""you need to contract the virus to build up and immunity to it""! This from one of HIS followers.
We are all doomed! https://t.co/tjCuVllMLz"	1.0	1.0	1.0	14:32%OSIG|38:70%OTAR	19:25%OSIG	-1	-1		
	1	1276427219263315968	Threesome Fucking and cumshot of two beautiful girls - hentai russian subtitles - Cartoon Porn Videos https://t.co/1f42FRSt6l	0.0	0.0	0.0			-1	-1		
	0	1220071500352495616	Feminist yazar ve aktivist Neval El Seddavi romanı sahnede https://t.co/uG8zAt0Zcs @EMAILiT aracılığıyla	0.0	0.0	0.0			-1	-1		
	0	1367123059241533441	"Geçen hafta götümü travestiye siktirdim 3 gündür gotumden kan geliyor birşey olmuş mudur?
Travestisex
Travesti
Azgintravesti
Aktiftravesti
Strapon
Straponsex
Roleplay
Bdsm
Sertveküfürlü
Ensest
Sexting"	1.0	0.0	-2.0	12:39%OSIG|49:69%OSIG		1.0		type:textContent|129$148$1$highlight-offensivesignal$|158$170$2$highlight-offensivesignal$	
6:15%HTAR|21:37%HSIG|70:86%HSIG|86:113%HTAR|113:119%HSIG|120:129%HTAR|134:151%HSIG	0	1344383549353431041	"Katil Süleymani için yaşasın cehennem. 

ALLAH, müslüman mahallesinde salyangoz satan İrancı yerli işbirlikçileri katil Süleymani ile haşreder İnşAllah. 

@SaadetPartisi @T_Karamollaoglu https://t.co/6O0CpCF5YP"	2.0	2.0	2.0	6:15%HTAR|21:37%HSIG|86:113%HTAR|134:151%HSIG	21:37%HSIG|70:119%HSIG|120:129%HTAR|134:151%HSIG	-1	-1		
	1	1344267738978652160	Part-time MP using #BrexitDeal time to attack Scottish Government and SNP who have been totally sidelined throughout entire Brexit process. Voters sometimes get the politicians/football officials they deserve. #Moray https://t.co/rKQcFbQtV3	0.0	0.0	0.0			-1	-1		
33:35%OSIG	0	1274795093212442624	kahkahalar atıyorum bu nasıl maç aq ajajajajaj	1.0	1.0	1.0	33:35%OSIG	33:35%OSIG	-1	-1		
59:64%OSIG	0	1255594239683186694	#gigi tahında kızın biri yiaaa ikiside müslüman yazmış şan salak sende müslümansın sanki ilk müslümanlarla karşılaştı kızın verdiği tepkiye bak	1.0	1.0	1.0	59:64%OSIG	59:64%OSIG	-1	-1		
13:29%OSIG|183:267%OSIG	0	1276474659400228864	"Şu aşağıdaki şerefsiz/alçağın heykelini dikmeye kalkanlar;
Fatih Sultan Mehmet Han'ın portresini alan,Başkan Ekrem İmamoğlu'na laf söyleyebiliyor!

Ülke'miz Türkiye Cumhuriyeti artık,edepsizlik,fütursuzluk,hayasızlık,ahlaksızlık ve şeref yoksunluğunda sınır tanımıyor... https://t.co/m5JmyeZsoz"	1.0	1.0	1.0	13:29%OSIG	13:29%OSIG|183:267%OSIG	-1	-1		
0:30%HSIG|30:34%HTAR|35:63%OSIG|64:78%OTAR|80:97%OSIG	1	1277398955924557826	I would hang myself if I were kurd continue to fuck donkey poor kurdish people (half in the grave) #TurkeyInvadesKurdistan https://t.co/nxTWMLKdnT	2.0	2.0	2.0	0:29%HSIG|30:34%HTAR|47:63%OSIG	0:34%HSIG|35:58%OSIG|59:63%OSIG|64:78%OTAR|80:97%OSIG	-1	-1		
	1	1342970931321442307	EXPOSE THE LIES! Let's see @metrocalgary expose LGBT bitcoin reserves (funds terrorism) #yyc 💀	0.0	0.0	0.0			-1	-1		
	1	1278082160583249920	"https://t.co/2hvacBxqGG
Aw look @realDonaldTrump.. So those statutes that u lose your shit over mean more than our troop's lives. Wanna try that again? U will do nothing. #DerelictionOfDuty #RussianBountyGate
@JoeBiden get him!!!"	1.0	0.0	-2.0	33:48%OTAR|74:95%OSIG		0.0	1.0		type:textContent|146$157$2$highlight-offensivetarget$|195$199$3$highlight-offensivesignal$|239$260$4$highlight-offensivesignal$|328$335$1$highlight-offensivesignal$
	1	1377179384461729795	"people died because he wanted to stay in office to avoid these kinds of problems.
by the way, did he ever express condolences for those who died.
 haha haha hahahaha.
rt
https://t.co/7OPSr6wEvs"		0.0	-2.0			-1	-1		
58:77%OSIG|115:122%HSIG|122:129%HTAR|129:172%HSIG|173:203%HSIG	0	1361310672320147456	Gezi olaylarında Kaz dağlarına eyleme çıkan boğaziçi için bi yerlerini yırtan ama 13 şehid için tek kelime etmeyen  sözde sanatçı özde vatan haini yahudi köpeği şerefsizler elbet sizdende hesap sorulucak...	2.0	2.0	2.0	122:129%HTAR|135:146%OSIG|147:153%OTAR|161:172%OSIG|179:203%HSIG	58:77%OSIG|115:172%HSIG|173:203%HSIG	-1	-1		
	0	1233836045340495872	Premier Lig’i namağlup şampiyon tamamlayan tek takım. https://t.co/eL44ZicjUD	0.0	0.0	0.0			-1	-1		
13:17%HTAR|23:40%HSIG	1	1342730612650590208	gn to girls, gays, and theys men can die https://t.co/FFFhvApO1y	2.0	2.0	2.0	13:17%HTAR|33:40%HSIG	23:40%HSIG	-1	-1		
	0	1377355174566486019	Nerede bir kopek, nerede bir terörist, terör sevicisi kahpe,nerede bir soysuz,nerede bir hain,nerede bir Türk düşmanı, nerede bir TÜRKİYE düşmanı,nerede bir yalama,nerede bir yavşak var Alayi  #MhpKapatılsın diyor. Köpekler istedi diye atlar ölmez. Namertten mertlik beklenmez🤘🤘	1.0	2.0	-2.0	54:59%OSIG|71:77%OSIG|157:163%OSIG|175:181%OSIG	0:181%HSIG|215:247%HSIG|249:276%HSIG	1.0	1.0	type:textContent|120$125$1$highlight-offensivesignal$|138$146$2$highlight-offensivesignal$|148$162$3$highlight-offensivesignal$|163$168$4$highlight-offensivesignal$|180$186$5$highlight-offensivesignal$|198$202$6$highlight-offensivesignal$|213$227$7$highlight-offensivesignal$|239$254$8$highlight-offensivesignal$|266$272$9$highlight-offensivesignal$|284$290$10$highlight-offensivesignal$|295$300$11$highlight-offensivetarget$|324$332$13$highlight-offensivesignal$|358$367$12$highlight-offensivesignal$	type:textContent|120$125$1$highlight-offensivesignal$|138$146$2$highlight-offensivesignal$|148$162$3$highlight-offensivesignal$|163$168$4$highlight-offensivesignal$|180$186$5$highlight-offensivesignal$|198$202$6$highlight-offensivesignal$|214$226$7$highlight-offensivesignal$|239$254$8$highlight-offensivesignal$|266$272$9$highlight-offensivesignal$|284$290$10$highlight-offensivesignal$|324$332$11$highlight-offensivesignal$|358$364$12$highlight-offensivesignal$
14:21%OSIG	0	1322501312408395789	"Zihniyetinizi sikeyim . Insanlar ölüyor farkındasınız değil mi . Yok zinadan yok açık giyinmekten . Aleviler ölsün. Dalga mi geçiyorsunuz gerçekten ulan insanlar ölüyor. INSANLAR ÖLÜYOR.
#izmir"	1.0	1.0	1.0	14:21%OSIG	14:21%OSIG	-1	-1		
	1	1277426376690278400	Pittsburgh has one job bro I hate my football team 😭	0.0	0.0	0.0			-1	-1		
24:33%OTAR|39:46%OTAR|62:77%OSIG	1	1277046183425380352	I've just realized that @Adchatss is a Russian bot, or just a stupid fat bird from Suffolk.	1.0	1.0	1.0	39:46%OTAR|62:68%OSIG	24:33%OTAR|62:77%OSIG	-1	-1		
	1	1344124851783675904	There should be a special place waiting in #hell for these people, who so #cowardly hiding behind their #cloth of religion did blasphemously and ruthlessly sexually #abuse children, causing them to #suffer, both physically and emotionally.  https://t.co/qlf89SS74C	2.0	0.0	-2.0	53:65%HTAR|182:238%HSIG		1.0	1.0	type:textContent|152$161$3$highlight-no$|162$231$15$highlight-offensivetarget$|232$249$4$highlight-offensivesignal$|254$290$13$highlight-offensivesignal$|291$347$14$highlight-offensivesignal$	type:textContent|149$157$3$highlight-offensivesignal$|193$231$1$highlight-offensivetarget$|265$289$2$highlight-offensivesignal$
9:14%HTAR|21:32%OSIG|55:81%OSIG|142:171%HSIG|219:254%HSIG	0	1277280541734326273	Bana bak sadat mısın ne sikimsin biz Kuvvacıyız koçum. Cihatçı orospu çocuklarını üstümüze yollarsan makosenlerimizi giyer geldiğiniz çöllere götünüze vura vura göndeririz. Burası Arap toprağı değil, başkent de Ankara. Ananızı sikeriz sizin orospu çocuğu	2.0	2.0	2.0	9:14%HTAR|21:32%OSIG|63:81%OSIG|142:171%HSIG|219:254%OSIG	21:32%OSIG|55:79%OSIG|142:171%OSIG|219:254%HSIG	-1	-1		
0:19%HSIG|20:32%HTAR|58:147%HSIG	0	1370424810321412096	"Allah belanı versin cüneyt çakır.

Net penaltıyı vermedi.

Keser döner sap döner bir gün gelir hesap döner.

Uğraşma bizimle...

Lanet olası çakır.

@Besiktas"	2.0	2.0	2.0	0:19%HSIG|20:32%HTAR|129:140%HSIG	0:19%OSIG|58:147%HSIG	-1	-1		
	1	1277961926161678336	u have to remember we have a rapist for president so it starts right there... clean that up then move down to each state and clean them the fuck out	2.0	1.0	-2.0	40:49%HTAR|125:148%HSIG	125:148%OSIG	1.0	1.0	type:textContent|138$144$1$highlight-offensivesignal$|149$158$2$highlight-offensivetarget$|234$257$3$highlight-offensivesignal$	type:textContent|138$144$1$highlight-offensivesignal$|149$158$2$highlight-offensivetarget$|187$200$4$highlight-offensivesignal$|206$229$5$highlight-offensivesignal$|234$257$3$highlight-offensivesignal$
11:15%OTAR|113:123%OSIG	1	1376625232799264770	To all the gays who crave  hetero approval  for breakfast so you’re trashing Lil nas x. Sincerely and peacefully go to hell ❤️.	1.0	1.0	1.0	11:15%OTAR|113:123%OSIG	113:123%OSIG	-1	-1		
138:166%HTAR|167:207%HSIG	0	1233726248800706565	"Milli Parklar Genel Müdürlüğü buyurmuş; dağ keçisi avından gelen paranın yarısı ile bölgedeki köylerde cami ve Kur'an kursu açılacakmış.

Milli Parklar genel müdürünü bir cami minaresinden  sallandırasım var..."	2.0	2.0	2.0	138:166%HTAR|167:207%HSIG	138:164%HTAR|167:207%HSIG	-1	-1		
	1	1277979620952793096	"Trump is only $49k short of his deadline goal. He was $210k short last night at 10:15p. 😳😳😳

I hate it here."	0.0	0.0	0.0			-1	-1		
	0	1233837455897505792	Ersun yanal ne yazıkki aykut kocaman olmuş Alman ekolü gelecekse gelsin sistemi olsun takımın transferi de düzgünce yapın gidip ölü yatırımları yapmayın artık	0.0	0.0	0.0			-1	-1		
0:26%OTAR|27:43%OSIG	0	1277685835152920579	Galatasaray'a fetöcü diyen orospu çocuğudur	1.0	1.0	1.0	0:26%OTAR|27:43%OSIG	27:43%OSIG	-1	-1		
	0	1230471687004737538	"Götüne güvenen varsa dm de bekliyorum
Azgınçift
Swingerçift
Swingertürkiye
Bursaçift
Antalyaçift
İzmirçift
Pasifler
Gavat
Cdpasif
Aydınçift
@gayarabul
Cuckold
Gavatkoca
Sakso
Boşalma
Türkifşa
Lezbiyen
Sanalsex
Almanyaçift
Almansex
Almanyapasif
Götyalama
Göttensikiş
Eşindengizli"	1.0	0.0	-2.0	0:14%OSIG|244:253%OSIG|254:265%OSIG		0.0			
	1	1377362774125240323	Tell me how Biden's dog keeps biting people and hasn't been put down? Let me tell you where I live if your dog bites someone they are being put down. They don't get the opportunity for training, they get taken and killed. I just don't get it. If his dog doesn't get put down then	2.0	0.0	-2.0	12:23%HTAR|48:69%HSIG|243:279%HSIG		0.0			
10:13%OTAR|125:133%OSIG	0	1276057678096326656	#AnkaPark CHP’nin son 10 yılda yaptırdığı heykellerin bedeli 600 milyon ₺ bu heykelleri görmeyip eğlence parklarına saldıran dangalak kesim bu heykellerin faydalarından bahsetsede ne işe yaradığını anlasak..! https://t.co/TU2xDh0Jz4	1.0	1.0	1.0	10:13%OTAR|125:133%OSIG	125:133%OSIG	-1	-1		
	1	1277363914699952128	"CODY CHRISTIAN IS OFFICIALLY CANCELLED.
i’ve always defended him, but in this situation i just fucking can’t. i thought he was an all round amazing person and now it turns out that he was involved in a scandal that consists of stealing the hearts of innocent people like me."	0.0	0.0	0.0			-1	-1		
	0	1362250792657387521	Lanet olsun kızım bu tanıdığımız oasaka bu psaka şampiyonluk verdik o kadar sana maç sonu sana verdik lanet olsun al şu turnuvayı daha medvedevi şampiyon yapçaz	0.0	0.0	0.0			-1	-1		
	0	1233847023109099520	"Allah akıl vermiş, kullanalım diye...
Yoksa ne gerek vardı?
Kodlardı bizi, Allah diyenin, hizmet diyenin, şeyh im diyenin, şıh ım diyenin, mehdiyim diyenin peşinden gidin diye biz de salardık kendimizi onun bunun dümen suyuna, bir gün putin, bir gün trump mal gibi yaşardık..."	1.0	0.0	-2.0	250:255%OTAR|256:264%OSIG		1.0	0.0	type:textContent|311$331$5$highlight-no$|344$349$6$highlight-offensivetarget$|359$364$7$highlight-offensivetarget$|365$368$8$highlight-offensivesignal$	
	1	1377090078909071360	We need a new way to talk about the Holy Mystery. As a church we MUST bury the culture war approach. And, literally for the love of God, affirm and support black, lgbtq, immigrant communities, work for economic justice. https://t.co/yjBuanm8DQ	0.0	0.0	0.0			-1	-1		
	0	1350785928218996738	"Götünden kan almaya geldik, Beşiktaş ananı s*kmeye geldik...
#BugunGunlerdenGalatasaray 💛❤️ https://t.co/GzLPVfkiyD"	2.0	1.0	-2.0	0:26%HSIG|28:36%HTAR|37:57%OSIG	0:26%OSIG|28:36%OTAR|37:57%OSIG	1.0	2.0	type:textContent|109$135$1$highlight-offensivesignal$|137$145$3$highlight-offensivetarget$|146$166$2$highlight-offensivesignal$	type:textContent|109$135$1$highlight-hatesignal$|137$145$2$highlight-hatetarget$|146$166$3$highlight-hatesignal$
23:31%OTAR|32:44%OSIG|62:65%OTAR|75:94%OSIG|96:99%OTAR|100:118%OSIG	0	1344443657945034752	"#nedimsener #oymoyyok 
Demirtaş çocuk katili bir teröristtir. HDP devletin maaşlı teröristidir. CHP terörist sevicidir. Bunun lamı cimi yok."	1.0	1.0	1.0	96:99%OTAR|100:115%OSIG	23:31%OTAR|32:44%OSIG|62:65%OTAR|75:94%OSIG|96:99%OTAR|100:118%OSIG	-1	-1		
	1	1344750135075598350	Last year you give us a gift of 2020 qasem Soleimani this year please attack iran to complete your gifts to Iranian @realDonaldTrump please	2.0	0.0	-2.0	63:76%HSIG|77:81%HTAR	63:81%HSIG	2.0	1.0	type:textContent|179$185$1$highlight-hatesignal$|186$190$2$highlight-hatetarget$	type:textContent|172$190$2$highlight-offensivesignal$|230$241$1$highlight-offensivetarget$
	1	1377375973163757569	"Filios1: I've read many books on the preliminaries to World War 2, and many portray the annexation of Austria, as ""The Rape of Austria."".. | GERMANS WANT TO GERMANIZE.. https://t.co/k1SZW04ftH"	1.0	0.0	-2.0	141:148%OTAR|149:166%OSIG		0.0	1.0		type:textContent|224$243$3$highlight-offensivesignal$|250$257$1$highlight-offensivetarget$|266$275$2$highlight-offensivesignal$
0:134%OTAR|134:151%OSIG	1	1278079269978152963	"Butland
Edwards
Batth
Chester
Lindsay
Bruno
Tymon
Ward
Ince
Etebo
Ndiaye
Woods
Thompson 
Cousins
Mcclean 
Ince
Greggory 
Vokes
Diouf

Fuck them all off

Play the u23s for the remainder and plan for league 1 life"	1.0	1.0	1.0	0:132%OTAR|134:147%OSIG	0:134%OTAR|134:151%OSIG	-1	-1		
	0	1269928644505481217	"Hiçbir ırkçı, ulus-devletine faşist/ırkçı/rasist demez. Her ulus-devlet ülke içinde ""ötekileştirdiği, bölücü, ayırımcı"", sistem dışı artçı kesimler yaratır.
ABD'de siyahlara yapılan zalimliğe güya karşı çıkanlar Tc.'de Ermeni-Kürd-Süryani-Lazlar-Çerkeslere yapılana karşı çıkmaz"	0.0	0.0	0.0			-1	-1		
	0	1358896837625843716	"Milli maçta Volkan Demirel’in yeni doğmuş bebeğine küfür edenler,otobüsümüz kurşunlandığında seni sevmeyen ölsün diye pankart açanlar, maç sonrası futbolcuları soyunma odamızda masalarda zıplayıp küfürlü tezahürat yapanlar bize ahlak dersi vermesin!! 
İyi geceler."	0.0	0.0	0.0			-1	-1		
12:19%OSIG|36:50%OSIG|51:56%OTAR	1	1277078177345613829	i hate this fucking league and it’s stupid fucking media, could not move faster to exploit casey like that	1.0	1.0	1.0	36:50%OSIG|51:56%OTAR	12:19%OSIG|36:50%OSIG	-1	-1		
	1	1344693500017668096	"They were not martyred for a country. They martyred for humanity,Karbala,Islam,Quds,for save Shrine of Zainab sa. They saved us from ISIS,terrorists &amp; Zionists. Their sacrifices saved us from cowards,brutals &amp; evils.
#Hard_Revenge
#WeRemember 
#انتقام_سخت 
#shaheedSulaimani https://t.co/3PpvQkB7Zz"	0.0	0.0	0.0			-1	-1		
4:24%HSIG|24:31%HTAR|31:41%HSIG	1	1277794233970233346	Man we should kill that Russian fuck next. Chicken boy shouldn’t be allowed to have all the action.	2.0	2.0	2.0	4:18%HSIG|24:31%HTAR	4:41%HSIG	-1	-1		
	1	1276859523999784960	"And now Trump's loyalists and Russian assets are writing ""Well, U.S. does it to the Soviet Troops in 1980.  You sick sick fucks.  Trump and Putin are starting WWIII and you stick up for this traitorous bastard. He needs to be kicked out now!!"	2.0	1.0	-2.0	8:13%HTAR|108:127%OSIG|191:209%OSIG|211:242%HSIG	112:127%OSIG|191:209%OSIG	1.0	1.0	type:textContent|117$122$4$highlight-offensivetarget$|217$220$2$highlight-offensivetarget$|221$236$1$highlight-offensivesignal$|239$244$5$highlight-offensivetarget$|300$318$3$highlight-offensivesignal$	type:textContent|221$225$1$highlight-offensivesignal$|226$230$2$highlight-offensivesignal$|231$236$3$highlight-offensivesignal$|239$244$10$highlight-offensivetarget$|249$254$11$highlight-offensivetarget$|300$318$8$highlight-offensivesignal$|323$349$9$highlight-offensivesignal$
	0	1335856183920431110	"Geçen salı, eğer haftaya dek islamcılar insanlık dışı bir suç işlemezse abdestli namazlı Müslüman olacağım demiştim.

Aklımızla dalga geçenleri, kurucu liderini küçümseyen zırtapozları falan saymazsak, iğrenç tecavüz haberleri okuduk yine.

Şaşırtmıyorsunuz. Dininiz bu."	1.0	0.0	-2.0	172:184%OSIG|259:269%OSIG		1.0	1.0	type:textContent|138$148$3$highlight-offensivetarget$|149$181$4$highlight-offensivesignal$	type:textContent|138$148$1$highlight-offensivetarget$|281$292$2$highlight-offensivesignal$|311$325$3$highlight-offensivesignal$
	0	1344342904857370625	Vatan haini bunlar çinliler yüzünden corona belasına bulaşmamız yetmezmiş gibi bir de sushi övüyorlar.. https://t.co/52vnG0xoCA	1.0	0.0	-2.0	0:11%OSIG|19:27%OTAR	0:11%OSIG	1.0	1.0	type:textContent|109$120$1$highlight-offensivesignal$|128$136$2$highlight-offensivetarget$|146$187$3$highlight-offensivesignal$	type:textContent|109$120$2$highlight-offensivesignal$|128$136$1$highlight-offensivetarget$
0:9%OSIG|73:92%OSIG|180:196%OSIG	0	1305257976173924359	"kahrolsun cinci hocalar !
sapık şeyhler !!
çocuk istismarcısı imamlar !!
vatan haini,satılık cemaat liderleri !!
ülkenin enerjisini yediniz yıllardır..
yediniz, yediniz doymadınız orospu evlatları !!!!"	1.0	1.0	1.0	180:196%OSIG	0:9%OSIG|73:92%OSIG|180:196%OSIG	-1	-1		
55:63%OTAR|63:73%OSIG	0	1220423221452976128	"Af yasasında gençevlilere af görünmüyor.
Demek ki, 3-5 feminist ve sapkın kurumun isteği, Ak partiyi başa getirenlerin isteklerinden daha kıymetli bulunuyor...
@RTErdogan @tcbestepe
https://t.co/WxKsxaqB0G"	1.0	1.0	1.0	55:63%OTAR|67:73%OSIG	55:73%OSIG	-1	-1		
	0	1340253438731575297	"""Bunları öldürmek sevaptır. Bunları öldürdüğümüzde cennete gideceğiz. Saldırın bozkurtlar, öldürün. Bunlar Müslüman değil diye söylüyorlardı.” Aralık ayının 19’unda bu ses yeniden yeniden çınlar kulaklarımızda..
#maraskatliamı
#MarasKatliamınıUnutmayacağız https://t.co/YlFewpNEAW"	0.0	0.0	0.0			-1	-1		
	1	1277470115232198657	guess who's about to try and fuck my mouth with your beliefs		0.0	-2.0			-1	-1		
21:35%OSIG|40:50%OTAR	1	1376599068906975232	lil nas x is getting all this shit from christians bc he’s gay but they are saying it’s bc he was abt to fuck satan. i don’t remember this much uproar when ‘all the good girls go to hell’ mv dropped but ok 🤸🏽‍♀️	1.0	1.0	1.0	21:35%OSIG|40:50%OTAR		-1	-1		
33:41%OSIG|42:46%OTAR|47:66%OSIG|130:139%OTAR	0	1359210422503620608	Senin oynattığın topunda seninde karbonat erol Allah belanı versin ne hale düşürdünüz Koskoca Feneri @Fenerbahce @1VolkanDEMIREL #erolbulutistifa	1.0	1.0	1.0	47:66%OSIG|130:139%OTAR	33:41%OSIG|42:46%OTAR|47:66%OSIG	-1	-1		
	1	1233899475665653767	i appologize for wrestling with lock you thought gay i see the war you can start i have scared you		0.0	-2.0			-1	-1		
0:15%OTAR|24:60%OSIG	0	1257042081681412098	Mehmet Emin Göç denilen göç herif su katılmamış bir şerefsiz olabilir ama sağlık için camı tercih etmesi dikkatimden kaçmadı. https://t.co/Nn4AklZ1ZI	1.0	1.0	1.0	0:15%OTAR|34:60%OSIG	24:60%OSIG	-1	-1		
	1	1276967511322484739	"I’m really tired of always coming on the TL and seeing racist whites &amp; police abusing African Americans 

When the fuck are y’all gonna say enough is enough &amp; start retaliating &amp; stop being the victims 

God isn’t helping"	1.0	0.0	-2.0	55:61%OSIG|62:82%OTAR		0.0	1.0		type:textContent|164$170$2$highlight-offensivesignal$|171$177$1$highlight-offensivetarget$|184$190$3$highlight-offensivetarget$|191$198$4$highlight-offensivesignal$|224$232$5$highlight-offensivesignal$|276$293$6$highlight-offensivesignal$|300$322$7$highlight-offensivesignal$
